x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	y
1.20053	0.77516	0.57888	0.14036	2.61033	-0.73303	-0.08808	-1.41320	1.95752	2.54775	0.23402	0.76944	-1.95189	0.55304	1.81806	-0.26028	-0.79577	0.69609	-0.24853	0.04755	0
0.92103	-1.65224	-0.09650	-0.47972	0.26925	-0.22073	0.34756	-0.21505	0.49159	0.07190	0.54462	-0.06665	-0.26902	0.96696	-1.33268	-0.04365	0.13439	0.37796	0.44943	-0.12242	1
0.01960	1.11969	-1.23802	-0.80243	-1.65622	-0.36862	2.04388	0.51048	0.37267	-2.68055	-0.33931	-1.30212	0.86114	0.28305	0.80705	0.07146	1.71155	1.26494	-0.04134	-0.73990	0
-0.38502	-2.74750	0.24028	0.38299	-1.31683	-0.60687	-1.17091	0.94900	-1.97464	-0.63477	-0.52625	0.10942	1.21533	-0.49973	0.45769	0.18858	-0.33623	-1.39448	1.38834	0.40990	0
-0.12888	-1.57299	-0.80121	-0.50909	-1.80693	1.44694	0.97536	0.80063	-0.61235	-2.25302	0.99430	-0.90699	1.17760	-1.05255	-0.66083	0.13708	1.10585	0.30311	0.25473	-0.35936	0
0.63533	-0.92822	-0.45728	-0.11767	-0.97113	-1.11793	0.58510	0.41847	-0.27965	-1.24347	0.35534	-0.51239	0.62134	1.24343	1.53920	0.07080	0.63130	0.21518	-1.80927	-0.21488	0
-1.66108	0.75473	1.05906	0.50325	1.91263	0.68136	-1.51412	-0.75389	0.25692	2.64263	0.47304	1.15727	-1.15505	0.19942	-1.15369	-0.12240	-1.46292	-0.73437	-0.64557	0.55235	1
1.25228	0.79785	0.20633	0.16130	1.15865	-0.23492	0.07646	-0.64973	0.96275	1.06902	0.64589	0.29422	-0.88832	-1.87344	-0.89352	-0.12098	-0.28308	0.40818	-1.09904	-0.02015	1
-0.97027	0.15014	0.30019	-1.35287	-0.66386	-0.21520	-0.99910	0.55784	-1.32752	-0.10120	1.03138	0.22254	0.69028	0.71248	1.14340	0.11433	-0.41764	-1.05395	0.38819	0.35259	1
-1.87655	-0.60670	0.38372	0.61971	0.25162	0.84843	-0.75718	0.00921	-0.41941	0.64630	1.20008	0.38069	-0.04605	0.21128	-2.24689	0.01019	-0.53113	-0.57562	-0.49190	0.27187	0
0.40861	-0.53121	0.07017	-0.30781	-4.44449	1.17973	-2.26060	2.87445	-5.29089	-3.04771	-1.10229	-0.32316	3.78090	0.48388	0.19411	0.55676	-0.10822	-3.25457	0.68136	0.77964	0
-0.55555	-0.28855	0.12673	0.20439	-1.54908	-1.37167	-1.02141	1.04722	-2.03374	-0.93728	1.73494	-0.01704	1.36211	-0.78375	-0.70944	0.20506	-0.17944	-1.33480	-0.85677	0.35510	0
-0.69471	0.39242	0.12378	-0.40928	-2.74710	1.06021	-1.58083	1.81234	-3.41936	-1.78551	-0.02557	-0.12458	2.37179	-0.50896	2.75966	0.35278	-0.17831	-2.16922	-1.76908	0.54743	0
-1.68851	-0.56945	0.71993	-1.12005	1.23909	-0.82208	-1.05815	-0.47340	0.10372	1.75335	-1.06422	0.78135	-0.73364	-0.12402	-1.21928	-0.07565	-0.99462	-0.54205	-0.00984	0.38541	1
-0.84763	1.19718	-0.05912	0.81859	0.23144	-0.59738	0.24436	-0.17429	0.37838	0.09092	1.00082	-0.03502	-0.22092	-0.77104	0.11042	-0.03496	0.08250	0.27820	-0.78167	-0.08581	1
0.29523	3.09830	0.53408	-0.23823	1.49190	-0.28484	-0.51434	-0.71756	0.74193	1.70448	0.51012	0.62973	-1.02751	-0.25818	-0.10619	-0.12689	-0.73644	-0.00048	-0.64936	0.19283	1
1.02196	-0.79002	0.12687	0.21121	-0.72021	0.69371	-0.63003	0.51702	-1.07156	-0.35272	-0.28371	0.05560	0.66273	0.69282	1.58449	0.10265	-0.17760	-0.75377	1.19047	0.22048	1
0.38571	0.70941	-0.72492	-0.80989	-0.91165	0.21001	1.22427	0.26171	0.28574	-1.52860	-0.63124	-0.75737	0.45517	-0.14055	0.61516	0.03466	1.00234	0.78147	0.59945	-0.44270	0
0.21721	-0.80034	0.00770	-0.46477	-0.92853	0.20546	-0.45639	0.59744	-1.09245	-0.64523	1.74486	-0.07402	0.78688	-0.49899	-0.77561	0.11557	-0.01296	-0.66629	2.40484	0.15721	0
-0.23130	0.69277	0.34178	-0.57642	0.47603	0.82278	-0.55536	-0.15296	-0.08105	0.75327	0.86144	0.36112	-0.25360	1.10583	-0.96265	-0.02205	-0.47246	-0.33602	0.25132	0.20121	1
0.88915	-1.39196	1.64499	-1.12175	2.58051	-1.82076	-2.53625	-0.92129	-0.05412	3.82951	-0.11511	1.76339	-1.46475	1.70410	-0.70577	-0.14188	-2.27324	-1.41437	-0.34592	0.92138	1
-1.89967	-1.34534	-0.91134	-0.12826	-1.83734	0.13519	1.21243	0.77124	-0.44344	-2.40903	0.50534	-1.01260	1.15553	-0.28116	-0.32623	0.12899	1.25839	0.49764	0.52784	-0.44418	0
-0.82451	0.93219	0.24517	-0.60859	-0.53261	-0.94892	-0.81145	0.44947	-1.07308	-0.07591	1.13562	0.18259	0.55568	-0.23656	1.74736	0.09219	-0.34106	-0.85405	-1.10629	0.28641	0
-1.97549	1.92345	0.18945	0.75110	-2.14448	0.55315	-1.44599	1.45594	-2.84141	-1.28039	-1.68918	-0.01048	1.89172	-0.77461	-0.54820	0.28538	-0.26784	-1.87531	-0.47126	0.50301	0
-2.08411	0.76821	0.31374	1.72470	-0.14496	0.14126	-0.78481	0.23188	-0.75012	0.28119	0.50827	0.28059	0.25827	0.21540	-2.13057	0.05167	-0.43513	-0.71658	3.92624	0.27929	0
-0.32486	2.30595	0.18995	0.85963	-0.39056	0.06832	-0.61826	0.33410	-0.80576	-0.04323	0.79643	0.14340	0.41189	-1.39934	0.12631	0.06870	-0.26420	-0.64621	1.66399	0.21832	1
-0.02355	1.12435	0.38215	-0.17435	0.55578	0.57206	-0.60986	-0.18607	-0.06332	0.85883	0.56461	0.40583	-0.30340	-0.33408	-0.06219	-0.02756	-0.52821	-0.35923	-1.01966	0.22115	0
-1.29312	0.95318	-0.30012	0.08387	1.31666	-1.44191	1.30746	-0.97543	2.08541	0.56152	-0.62922	-0.16538	-1.24112	0.78908	0.94593	-0.19499	0.41916	1.51164	-0.70671	-0.45865	1
0.37265	1.63721	-1.26698	0.16649	-0.58362	0.16524	2.61690	-0.18855	1.67185	-1.95974	-1.28560	-1.23538	-0.05653	-1.43135	0.01252	-0.06420	1.75434	2.07396	-1.61585	-0.93786	0
0.99517	0.42125	-0.40904	0.93737	1.75580	0.13000	1.76365	-1.30467	2.79729	0.73803	0.53435	-0.22878	-1.65888	0.84684	-1.06304	-0.26098	0.57118	2.03309	-1.76842	-0.61881	1
0.58384	0.27168	-0.74745	-0.43525	2.82223	-2.12683	3.04028	-2.13700	4.66315	1.07634	0.12063	-0.45184	-2.70544	1.59080	0.03162	-0.42917	1.04278	3.44430	1.04403	-1.06800	1
0.76639	-1.57142	-0.30137	-0.41389	-0.20031	1.60536	0.59342	-0.00552	0.32629	-0.50950	-2.28578	-0.29923	0.03843	-0.93237	1.22394	-0.00767	0.41715	0.45021	-0.78259	-0.21309	0
1.19109	1.25254	0.03494	-0.81861	1.31008	-1.62700	0.53935	-0.82262	1.45642	0.96632	0.27242	0.14725	-1.09037	-0.77902	2.02259	-0.15813	-0.04518	0.85032	0.41747	-0.18447	1
-1.27000	-1.49726	0.96493	0.66884	0.97580	-0.53476	-1.74195	-0.19630	-0.65634	1.86712	-0.66542	0.98734	-0.40530	1.28094	0.29497	-0.01676	-1.33479	-1.20690	0.72190	0.62791	1
0.55602	-0.91798	0.72554	-0.59128	1.57371	-0.36894	-0.91280	-0.68499	0.48188	1.99612	-0.63541	0.81586	-1.01358	1.73117	0.21381	-0.11640	-1.00156	-0.31836	-0.04129	0.33558	1
-1.44360	-1.03707	0.76526	-0.48291	0.45861	1.47103	-1.53049	0.04601	-0.88661	1.25850	-0.79614	0.75546	-0.05539	0.66537	-0.69950	0.02567	-1.05937	-1.17827	-0.95006	0.54923	1
0.24727	-1.12090	-0.43105	0.88658	1.73063	-0.49061	1.80201	-1.29833	2.80888	0.69338	1.05255	-0.25155	-1.64718	-1.70478	-0.28276	-0.26024	0.60162	2.05858	-1.84294	-0.63266	1
0.57247	-0.81415	0.00467	0.65097	-0.21683	0.92304	-0.11313	0.14078	-0.26043	-0.14716	-1.46030	-0.01460	0.18499	-1.16520	0.40609	0.02730	-0.00701	-0.16122	0.18794	0.03905	1
0.95409	0.86254	-0.89107	1.21848	-1.02471	-1.42683	1.55018	0.26035	0.46256	-1.81134	0.82023	-0.92257	0.47858	-1.69497	0.06934	0.03075	1.23230	1.02782	0.81731	-0.55975	0
1.99567	1.05195	0.21391	3.10992	-0.81199	0.65045	-0.87213	0.61434	-1.33954	-0.31106	-0.38397	0.12894	0.77789	-0.99806	-1.50308	0.12335	-0.29845	-0.98874	0.25020	0.30635	0
-2.04463	-0.24657	-0.25799	-0.57898	1.13250	-0.43264	1.12422	-0.83893	1.79343	0.48317	0.00638	-0.14210	-1.06745	0.73513	2.18573	-0.16770	0.36031	1.29990	-1.84826	-0.39437	1
-1.98995	0.08739	-0.28044	0.33238	1.38787	0.14878	1.29616	-1.01225	2.13159	0.63578	2.58357	-0.14075	-1.29268	-0.01605	-0.17126	-0.20167	0.39206	1.52300	-1.33023	-0.45418	1
-0.75550	0.39637	-0.94362	-0.10199	-1.18523	-1.03922	1.59430	0.33974	0.37362	-1.98873	-0.84650	-0.98573	0.59126	0.16975	0.81798	0.04493	1.30473	1.01824	0.60795	-0.57649	0
-1.72581	0.67937	0.37396	-0.67756	0.89093	-1.08725	-0.43277	-0.40411	0.34103	1.08511	0.66631	0.42749	-0.58976	-1.14879	-1.08583	-0.06986	-0.51603	-0.10813	0.46259	0.16000	0
2.34562	0.53037	-0.16849	-1.40007	1.01729	0.51054	0.86545	-0.72553	1.49370	0.51131	-0.03456	-0.06852	-0.93146	-0.11956	0.20174	-0.14384	0.23601	1.04370	0.90572	-0.30270	1
-1.35857	-1.12124	1.78899	-1.07974	3.14855	0.29090	-2.59659	-1.22083	0.33842	4.40597	-0.13214	1.94769	-1.88169	0.92941	-1.99553	-0.19658	-2.47140	-1.29824	-0.52373	0.94643	1
1.67639	1.27697	0.17285	-0.94551	-1.35053	1.41853	-1.03289	0.94066	-1.88873	-0.74093	-1.20702	0.04345	1.21455	0.33802	-2.48781	0.18549	-0.24287	-1.28595	-1.07531	0.36042	0
-0.51643	0.25317	0.23254	-0.19647	-1.36153	0.89536	-1.17437	0.97417	-2.01219	-0.67574	-0.03361	0.09828	1.24970	0.82034	-0.63158	0.19327	-0.32562	-1.41066	0.45474	0.41086	0
-0.92145	0.72100	1.28102	-0.56539	1.94344	-1.49351	-2.00634	-0.67515	-0.11892	2.93560	2.92727	1.36745	-1.08487	-0.54519	-2.12395	-0.10232	-1.77044	-1.14781	-0.99436	0.72827	1
-0.81591	-0.51409	-0.67343	-1.15371	2.51060	-1.15860	2.72399	-1.90481	4.16402	0.94709	1.25620	-0.40990	-2.41039	0.89766	-1.81565	-0.38270	0.93943	3.08065	1.18771	-0.95700	1
1.00716	2.38837	0.46486	0.51799	0.35507	0.08128	-0.89354	-0.02098	-0.44975	0.81839	0.72283	0.46559	-0.09819	1.18426	-0.03789	0.00614	-0.64332	-0.66209	0.11180	0.32119	1
0.98540	1.78291	-1.10251	-1.58585	-0.45206	-1.17723	2.30357	-0.19977	1.51962	-1.66600	-2.37900	-1.07013	-0.09628	-0.24734	0.46854	-0.06276	1.52674	1.84387	0.67005	-0.82518	0
1.31407	-2.36748	-0.53117	-0.94875	-1.43671	-1.93496	0.53378	0.68355	-0.68324	-1.66201	-0.97930	-0.62219	0.98220	0.35377	-0.14936	0.12038	0.73254	0.03348	0.16336	-0.19942	0
0.53278	-0.21454	0.11122	-0.80553	-1.18005	-0.83850	-0.81160	0.80425	-1.57648	-0.69605	-0.70129	0.00075	1.04398	-3.60109	-0.74249	0.15779	-0.15704	-1.04559	-0.87581	0.28247	0
-1.75821	0.11448	0.17424	-0.25112	-0.27951	1.54255	-0.52991	0.25609	-0.64767	0.01587	0.82684	0.13843	0.31137	-0.10853	-1.41988	0.05329	-0.24215	-0.53754	-0.10401	0.18746	1
1.14603	1.44195	0.84277	-2.83751	-1.46415	0.06784	-2.61611	1.31046	-3.26297	-0.00238	0.05586	0.65973	1.60072	-0.51237	-2.01993	0.27161	-1.17153	-2.67867	-0.30965	0.92494	1
2.05125	-0.75135	-0.49672	-0.69380	1.78216	1.47812	1.97630	-1.36042	2.99050	0.64947	0.13112	-0.30843	-1.71912	1.52009	-1.48240	-0.27367	0.69275	2.22344	0.88484	-0.69456	1
-1.51717	-0.04551	0.27637	0.75058	-0.64241	-0.28745	-0.93458	0.53355	-1.25845	-0.11519	-0.56983	0.20215	0.66186	-0.42424	0.28733	0.10912	-0.38457	-0.99222	0.32951	0.32969	0
-1.77601	-0.60735	0.30772	1.06394	-0.21034	-1.29263	-0.80198	0.27104	-0.81489	0.22775	0.42584	0.26925	0.31084	-0.07722	-0.53217	0.05910	-0.42696	-0.75065	0.41821	0.28502	0
1.08990	1.86860	-0.60436	-0.57118	-1.01508	0.30196	0.90014	0.38135	-0.05793	-1.45419	-0.80220	-0.65372	0.59469	0.03481	-0.54741	0.06041	0.83501	0.47263	-1.14716	-0.32762	0
-0.71785	1.06182	-0.97187	0.79586	3.75750	0.63655	3.99464	-2.83487	6.16531	1.46149	0.21834	-0.57980	-3.59192	1.41403	2.32261	-0.56889	1.35608	4.54008	0.96793	-1.40295	1
0.29562	1.90414	0.09441	-1.51664	-2.75993	-0.24338	-1.51984	1.80752	-3.37979	-1.83044	2.21878	-0.15316	2.36988	1.62596	-0.29984	0.35121	-0.13765	-2.12065	-0.15905	0.52557	0
-0.29815	-0.86319	-0.42357	-0.69207	1.57381	0.18496	1.71081	-1.19469	2.61291	0.59197	2.00442	-0.25828	-1.51160	2.04013	2.40158	-0.24005	0.59086	1.93393	-0.09731	-0.60107	1
-0.17760	0.03390	0.40000	0.65589	-0.05435	-0.57031	-0.93895	0.21217	-0.80488	0.45049	0.92598	0.36916	0.21919	-1.19041	-1.17911	0.04975	-0.55446	-0.82211	-0.09108	0.33488	1
-0.14714	1.98363	-0.58048	-0.65662	-1.43471	-0.58440	0.64731	0.66040	-0.58947	-1.72086	0.38659	-0.66810	0.95914	0.01188	2.45237	0.11483	0.80088	0.13153	1.35930	-0.23994	0
1.10623	-0.97831	-0.43913	0.20070	-1.65697	-0.85350	0.21956	0.86527	-1.10966	-1.70483	0.55291	-0.55542	1.20795	1.79848	-0.66944	0.15751	0.60446	-0.30138	-0.93659	-0.08860	0
0.33796	1.36808	-0.00693	-0.59224	-0.05760	0.03489	-0.01139	0.03378	-0.05403	-0.04908	0.85112	-0.01152	0.04561	0.12590	-1.37551	0.00637	0.00947	-0.02681	1.22386	0.00371	1
-0.73423	0.73283	0.19251	-0.14153	0.80291	-1.79564	-0.06010	-0.42827	0.57530	0.80132	1.04848	0.25018	-0.59411	-1.27423	-0.33009	-0.07850	-0.26480	0.18577	0.48777	0.02641	1
1.06217	1.53238	0.12963	-0.32351	-0.42985	0.75898	-0.49910	0.33248	-0.73951	-0.14465	1.84811	0.08357	0.41890	0.42054	0.44808	0.06706	-0.18070	-0.55553	0.54002	0.17553	1
0.90040	-0.95232	0.21574	0.45123	-0.77080	0.22229	-0.85682	0.58879	-1.29508	-0.27980	-0.77266	0.13424	0.74392	-0.67700	1.27887	0.11846	-0.30087	-0.96342	0.83019	0.30114	0
-0.54147	0.31282	0.19328	-0.10201	-0.27245	-0.29506	-0.57003	0.26002	-0.67478	0.04410	1.39784	0.15684	0.31366	0.57377	-0.46286	0.05446	-0.26851	-0.56990	1.19117	0.20183	1
-0.46253	-0.75063	-0.78797	0.38768	2.64436	0.10308	3.04873	-2.04118	4.53176	0.90142	0.00218	-0.50527	-2.57290	-0.29955	0.02398	-0.41155	1.09849	3.39897	-1.37509	-1.07211	1
0.24931	0.38681	0.27668	1.04509	-0.20060	0.62207	-0.72651	0.25104	-0.74602	0.19669	2.01227	0.24109	0.28917	1.09098	1.32893	0.05456	-0.38392	-0.68298	1.02371	0.25813	0
0.37021	-1.04019	1.25634	0.58431	2.04586	-0.21887	-1.90158	-0.75162	0.04578	2.97764	-1.82109	1.35333	-1.18199	1.94520	0.76624	-0.11763	-1.73598	-1.02760	-0.59767	0.69150	1
-1.19297	-0.44580	-0.02669	-0.39273	0.36537	-1.01269	0.23361	-0.24558	0.47375	0.22497	0.52594	0.00701	-0.31988	-0.50372	-1.75996	-0.04802	0.03789	0.30856	0.24389	-0.08115	1
-0.31776	0.24945	1.01574	0.11658	1.00976	-0.14734	-1.84188	-0.19550	-0.71111	1.95315	2.49218	1.03780	-0.41194	0.39923	0.96393	-0.01549	-1.40511	-1.28266	-0.27512	0.66380	1
0.56484	-1.19797	1.07509	1.63580	3.41454	0.38960	-0.84094	-1.70761	1.97115	3.72110	0.28677	1.30362	-2.41550	0.88708	-2.22042	-0.30626	-1.48142	0.28754	-0.14721	0.32128	1
-1.61026	-0.48941	0.00056	0.75319	0.30245	-0.37598	0.14166	-0.19324	0.35016	0.21392	0.40504	0.02698	-0.25498	-2.74530	-0.56109	-0.03731	-0.00003	0.21102	-0.84555	-0.04871	1
-1.75687	1.10677	-0.31492	-1.26898	1.00849	-0.03832	1.19560	-0.78485	1.75501	0.32617	-0.96340	-0.20616	-0.98748	0.41478	0.81877	-0.15850	0.43890	1.32452	-1.93207	-0.42062	1
-0.18216	-0.33349	0.06957	0.28121	-0.08416	0.41870	-0.19862	0.08470	-0.22675	0.02568	0.87901	0.05767	0.10117	0.88526	-0.01397	0.01789	-0.09662	-0.19539	-0.94649	0.07039	1
1.12169	-1.88029	-0.56282	0.22909	2.06445	-0.40934	2.26063	-1.57034	3.44087	0.76771	0.11494	-0.34553	-1.98598	-1.02522	-1.05611	-0.31566	0.78505	2.55097	1.42733	-0.79433	1
0.23387	0.92528	-0.10988	1.16499	0.40867	-0.83738	0.44401	-0.31018	0.67831	0.15384	0.67636	-0.06697	-0.39248	0.16865	0.89580	-0.06232	0.15329	0.50199	-0.03769	-0.15600	1
-0.30289	-0.10814	-0.64256	1.34610	-1.64632	-0.28050	0.68905	0.76824	-0.72005	-1.94591	0.68529	-0.74465	1.11081	1.11210	-1.40287	0.13430	0.88640	0.10481	1.40201	-0.25615	0
-0.06110	0.96416	-0.27965	-0.74880	-1.08867	1.59140	0.12400	0.57244	-0.74553	-1.10927	-1.72918	-0.35663	0.79749	-0.30544	0.87671	0.10444	0.38485	-0.21540	1.95292	-0.05098	0
-0.83587	-0.43514	-0.16653	-1.09587	0.67609	-0.80652	0.69972	-0.50638	1.09386	0.27315	0.21907	-0.09653	-0.64268	-1.31488	1.67720	-0.10146	0.23245	0.80056	-0.47539	-0.24564	1
-0.06728	-2.03235	-0.67409	-1.07466	-0.92589	0.43235	1.10150	0.29336	0.17495	-1.47652	0.02109	-0.71110	0.48921	-1.32156	-0.71718	0.04188	0.93187	0.67186	-1.13107	-0.39895	0
0.15140	-0.81089	0.39229	0.29845	0.97207	0.32781	-0.43627	-0.44789	0.40126	1.16472	-0.74049	0.45172	-0.65029	0.36681	0.95248	-0.07791	-0.54123	-0.08714	0.86482	0.16175	1
-0.92456	-1.01060	0.17465	-1.59760	-1.28688	-0.36131	-1.00691	0.90073	-1.81815	-0.69385	1.53020	0.05070	1.16162	-0.51522	-0.06418	0.17781	-0.24521	-1.24483	0.66493	0.35154	0
-0.89535	-0.58786	-0.45473	1.06285	-0.87105	0.23304	0.62657	0.35557	-0.16817	-1.16980	-1.13342	-0.50126	0.53799	0.23061	-0.71806	0.05871	0.62801	0.28037	0.34992	-0.22906	0
0.78641	2.08471	1.36237	-0.55955	2.18942	-0.78260	-2.07583	-0.79644	0.01585	3.20843	-0.33976	1.46501	-1.25719	-1.00791	0.70703	-0.12396	-1.88256	-1.13473	0.23161	0.75459	1
-0.86170	1.17020	0.12661	0.03003	-2.34936	-0.91627	-1.39932	1.55914	-2.96276	-1.50164	0.07960	-0.08715	2.03737	0.13430	1.35544	0.30394	-0.18125	-1.89581	0.55406	0.48508	0
0.81398	0.52322	0.04472	0.12862	-0.24795	-0.67923	-0.21928	0.17846	-0.37084	-0.12016	-2.01734	0.02011	0.22861	-1.22032	-2.91426	0.03545	-0.06258	-0.26154	-2.83233	0.07675	1
